date,close
12-06-2014,7649.899902
13-06-2014,7542.100098
16-06-2014,7533.549805
17-06-2014,7631.700195
18-06-2014,7558.200195
19-06-2014,7540.700195
20-06-2014,7511.450195
23-06-2014,7493.350098
24-06-2014,7580.200195
25-06-2014,7569.25
26-06-2014,7493.200195
27-06-2014,7508.799805
30-06-2014,7611.350098
01-07-2014,7634.700195
02-07-2014,7725.149902
03-07-2014,7714.799805
04-07-2014,7751.600098
07-07-2014,7787.149902
08-07-2014,7623.200195
09-07-2014,7585
10-07-2014,7567.75
11-07-2014,7459.600098
14-07-2014,7454.149902
15-07-2014,7526.649902
16-07-2014,7624.399902
17-07-2014,7640.450195
18-07-2014,7663.899902
21-07-2014,7684.200195
22-07-2014,7767.850098
23-07-2014,7795.75
24-07-2014,7830.600098
25-07-2014,7790.450195
28-07-2014,7748.700195
30-07-2014,7791.399902
31-07-2014,7721.299805
01-08-2014,7602.600098
04-08-2014,7683.649902
05-08-2014,7746.549805
06-08-2014,7672.049805
07-08-2014,7649.25
08-08-2014,7568.549805
11-08-2014,7625.950195
12-08-2014,7727.049805
13-08-2014,7739.549805
14-08-2014,7791.700195
18-08-2014,7874.25
19-08-2014,7897.5
20-08-2014,7875.299805
21-08-2014,7891.100098
22-08-2014,7913.200195
25-08-2014,7906.299805
26-08-2014,7904.75
27-08-2014,7936.049805
28-08-2014,7954.350098
01-09-2014,8027.700195
02-09-2014,8083.049805
03-09-2014,8114.600098
04-09-2014,8095.950195
05-09-2014,8086.850098
08-09-2014,8173.899902
09-09-2014,8152.950195
10-09-2014,8094.100098
11-09-2014,8085.700195
12-09-2014,8105.5
15-09-2014,8042
16-09-2014,7932.899902
17-09-2014,7975.5
18-09-2014,8114.75
19-09-2014,8121.450195
22-09-2014,8146.299805
23-09-2014,8017.549805
24-09-2014,8002.399902
25-09-2014,7911.850098
26-09-2014,7968.850098
29-09-2014,7958.899902
30-09-2014,7964.799805
01-10-2014,7945.549805
07-10-2014,7852.399902
08-10-2014,7842.700195
09-10-2014,7960.549805
10-10-2014,7859.950195
13-10-2014,7884.25
14-10-2014,7864
15-10-2014,
16-10-2014,7748.200195
17-10-2014,7779.700195
20-10-2014,7879.399902
21-10-2014,7927.75
22-10-2014,7995.899902
27-10-2014,7991.700195
28-10-2014,8027.600098
29-10-2014,8090.450195
30-10-2014,8169.200195
31-10-2014,8322.200195
03-11-2014,8324.150391
05-11-2014,8338.299805
07-11-2014,8337
10-11-2014,8344.25
11-11-2014,8362.650391
12-11-2014,8383.299805
13-11-2014,8357.849609
14-11-2014,8389.900391
17-11-2014,8430.75
18-11-2014,8425.900391
19-11-2014,8382.299805
20-11-2014,8401.900391
21-11-2014,8477.349609
24-11-2014,8530.150391
25-11-2014,8463.099609
26-11-2014,8475.75
27-11-2014,8494.200195
28-11-2014,8588.25
01-12-2014,8555.900391
02-12-2014,8524.700195
03-12-2014,8537.650391
04-12-2014,8564.400391
05-12-2014,8538.299805
08-12-2014,8438.25
09-12-2014,8340.700195
10-12-2014,8355.650391
11-12-2014,8292.900391
12-12-2014,8224.099609
15-12-2014,8219.599609
16-12-2014,8067.600098
17-12-2014,8029.799805
18-12-2014,8159.299805
19-12-2014,8225.200195
22-12-2014,8324
23-12-2014,8267
24-12-2014,8174.100098
26-12-2014,8200.700195
29-12-2014,8246.299805
30-12-2014,8248.25
02-01-2015,8395.450195
05-01-2015,8378.400391
06-01-2015,8127.350098
07-01-2015,8102.100098
08-01-2015,8234.599609
09-01-2015,8284.5
12-01-2015,8323
13-01-2015,8299.400391
14-01-2015,8277.549805
15-01-2015,8494.150391
16-01-2015,8513.799805
19-01-2015,8550.700195
20-01-2015,8695.599609
21-01-2015,8729.5
22-01-2015,8761.400391
23-01-2015,8835.599609
27-01-2015,8910.5
28-01-2015,8914.299805
29-01-2015,8952.349609
30-01-2015,8808.900391
02-02-2015,8797.400391
03-02-2015,8756.549805
04-02-2015,8723.700195
05-02-2015,8711.700195
06-02-2015,8661.049805
09-02-2015,8526.349609
10-02-2015,8565.549805
11-02-2015,8627.400391
12-02-2015,8711.549805
13-02-2015,8805.5
16-02-2015,8809.349609
18-02-2015,8869.099609
19-02-2015,8895.299805
20-02-2015,8833.599609
23-02-2015,8754.950195
24-02-2015,8762.099609
25-02-2015,8767.25
26-02-2015,8683.849609
27-02-2015,8844.599609
28-02-2015,
02-03-2015,8956.75
03-03-2015,8996.25
04-03-2015,8922.650391
05-03-2015,8937.75
09-03-2015,8756.75
10-03-2015,8712.049805
11-03-2015,8699.950195
12-03-2015,8776
13-03-2015,8647.75
16-03-2015,8633.150391
17-03-2015,8723.299805
18-03-2015,8685.900391
19-03-2015,8634.650391
20-03-2015,8570.900391
23-03-2015,8550.900391
24-03-2015,8542.950195
25-03-2015,8530.799805
26-03-2015,8342.150391
27-03-2015,8341.400391
30-03-2015,8492.299805
31-03-2015,8491
01-04-2015,8586.25
06-04-2015,8659.900391
07-04-2015,8660.299805
08-04-2015,8714.400391
09-04-2015,8778.299805
10-04-2015,8780.349609
13-04-2015,8834
15-04-2015,
16-04-2015,8706.700195
17-04-2015,8606
20-04-2015,8448.099609
21-04-2015,8377.75
22-04-2015,8429.700195
23-04-2015,8398.299805
24-04-2015,8305.25
27-04-2015,8213.799805
28-04-2015,8285.599609
29-04-2015,8239.75
30-04-2015,8181.5
04-05-2015,8331.950195
05-05-2015,8324.799805
06-05-2015,8097
07-05-2015,8057.299805
08-05-2015,8191.5
11-05-2015,8325.25
12-05-2015,8126.950195
13-05-2015,8235.450195
14-05-2015,8224.200195
15-05-2015,8262.349609
18-05-2015,8373.650391
19-05-2015,8365.650391
20-05-2015,8423.25
21-05-2015,8421
22-05-2015,8458.950195
25-05-2015,8370.25
26-05-2015,8339.349609
27-05-2015,8334.599609
28-05-2015,8319
29-05-2015,8433.650391
01-06-2015,8433.400391
02-06-2015,8236.450195
03-06-2015,8135.100098
04-06-2015,8130.649902
05-06-2015,8114.700195
08-06-2015,8044.149902
09-06-2015,8022.399902
10-06-2015,8124.450195
11-06-2015,7965.350098
12-06-2015,7982.899902
15-06-2015,8013.899902
16-06-2015,8047.299805
17-06-2015,8091.549805
18-06-2015,8174.600098
19-06-2015,8224.950195
22-06-2015,8353.099609
23-06-2015,8381.549805
24-06-2015,8360.849609
25-06-2015,8398
26-06-2015,8381.099609
29-06-2015,8318.400391
30-06-2015,8368.5
01-07-2015,8453.049805
02-07-2015,8444.900391
03-07-2015,8484.900391
06-07-2015,8522.150391
07-07-2015,8510.799805
08-07-2015,8363.049805
09-07-2015,8328.549805
10-07-2015,8360.549805
13-07-2015,8459.650391
14-07-2015,8454.099609
15-07-2015,8523.799805
16-07-2015,8608.049805
17-07-2015,8609.849609
20-07-2015,8603.450195
21-07-2015,8529.450195
22-07-2015,8633.5
23-07-2015,8589.799805
24-07-2015,8521.549805
27-07-2015,8361
28-07-2015,8337
29-07-2015,8375.049805
30-07-2015,8421.799805
31-07-2015,8532.849609
03-08-2015,8543.049805
04-08-2015,8516.900391
05-08-2015,8567.950195
06-08-2015,8588.650391
07-08-2015,8564.599609
10-08-2015,8525.599609
11-08-2015,8462.349609
12-08-2015,8349.450195
13-08-2015,8355.849609
14-08-2015,8518.549805
17-08-2015,8477.299805
18-08-2015,8466.549805
19-08-2015,8495.150391
20-08-2015,8372.75
21-08-2015,8299.950195
24-08-2015,7809
25-08-2015,7880.700195
26-08-2015,7791.850098
27-08-2015,7948.950195
28-08-2015,8001.950195
31-08-2015,7971.299805
01-09-2015,7785.850098
02-09-2015,7717
03-09-2015,7823
04-09-2015,7655.049805
07-09-2015,7558.799805
08-09-2015,7688.25
09-09-2015,7818.600098
10-09-2015,7788.100098
11-09-2015,7789.299805
14-09-2015,7872.25
15-09-2015,7829.100098
16-09-2015,7899.149902
18-09-2015,7981.899902
21-09-2015,7977.100098
22-09-2015,7812
23-09-2015,7845.950195
24-09-2015,7868.5
28-09-2015,7795.700195
29-09-2015,7843.299805
30-09-2015,7948.899902
01-10-2015,7950.899902
05-10-2015,8119.299805
06-10-2015,8152.899902
07-10-2015,8177.399902
08-10-2015,8129.350098
09-10-2015,8189.700195
12-10-2015,8143.600098
13-10-2015,8131.700195
14-10-2015,8107.899902
15-10-2015,8179.5
16-10-2015,8238.150391
19-10-2015,8275.049805
20-10-2015,8261.650391
21-10-2015,8251.700195
23-10-2015,8295.450195
26-10-2015,8260.549805
27-10-2015,8232.900391
28-10-2015,8171.200195
29-10-2015,8111.75
30-10-2015,8065.799805
02-11-2015,8050.799805
03-11-2015,8060.700195
04-11-2015,8040.200195
05-11-2015,7955.450195
06-11-2015,7954.299805
09-11-2015,7915.200195
10-11-2015,7783.350098
13-11-2015,7762.25
16-11-2015,7806.600098
17-11-2015,7837.549805
18-11-2015,7731.799805
19-11-2015,7842.75
20-11-2015,7856.549805
23-11-2015,7849.25
24-11-2015,7831.600098
26-11-2015,7883.799805
27-11-2015,7942.700195
30-11-2015,7935.25
01-12-2015,7954.899902
02-12-2015,7931.350098
03-12-2015,7864.149902
04-12-2015,7781.899902
07-12-2015,7765.399902
08-12-2015,7701.700195
09-12-2015,7612.5
10-12-2015,7683.299805
11-12-2015,7610.450195
14-12-2015,7650.049805
15-12-2015,7700.899902
16-12-2015,7750.899902
17-12-2015,7844.350098
18-12-2015,7761.950195
21-12-2015,7834.450195
22-12-2015,7786.100098
23-12-2015,7865.950195
24-12-2015,7861.049805
28-12-2015,7925.149902
29-12-2015,7928.950195
30-12-2015,7896.25
01-Jan-16,7963.2
04-Jan-16,7791.3
05-Jan-16,7784.65
06-Jan-16,7741
07-Jan-16,7568.3
08-Jan-16,7601.35
11-Jan-16,7563.85
12-Jan-16,7510.3
13-Jan-16,7562.4
14-Jan-16,7536.8
15-Jan-16,7437.8
18-Jan-16,7351
19-Jan-16,7435.1
20-Jan-16,7309.3
21-Jan-16,7276.8
22-Jan-16,7422.45
25-Jan-16,7436.15
27-Jan-16,7437.75
28-Jan-16,7424.65
29-Jan-16,7563.55
01-Feb-16,7555.95
02-Feb-16,7455.55
03-Feb-16,7361.8
04-Feb-16,7404
05-Feb-16,7489.1
08-Feb-16,7387.25
09-Feb-16,7298.2
10-Feb-16,7215.7
11-Feb-16,6976.35
12-Feb-16,6980.95
15-Feb-16,7162.95
16-Feb-16,7048.25
17-Feb-16,7108.45
18-Feb-16,7191.75
19-Feb-16,7210.75
22-Feb-16,7234.55
23-Feb-16,7109.55
24-Feb-16,7018.7
25-Feb-16,6970.6
26-Feb-16,7029.75
29-Feb-16,6987.05
01-Mar-16,7222.3
02-Mar-16,7368.85
03-Mar-16,7475.6
04-Mar-16,7485.35
08-Mar-16,7485.3
09-Mar-16,7531.8
10-Mar-16,7486.15
11-Mar-16,7510.2
14-Mar-16,7538.75
15-Mar-16,7460.6
16-Mar-16,7498.75
17-Mar-16,7512.55
18-Mar-16,7604.35
21-Mar-16,7704.25
22-Mar-16,7714.9
23-Mar-16,7716.5
28-Mar-16,7615.1
29-Mar-16,7597
30-Mar-16,7735.2
31-Mar-16,7738.4
01-Apr-16,7713.05
04-Apr-16,7758.8
05-Apr-16,7603.2
06-Apr-16,7614.35
07-Apr-16,7546.45
08-Apr-16,7555.2
11-Apr-16,7671.4
12-Apr-16,7708.95
13-Apr-16,7850.45
18-Apr-16,7914.7
20-Apr-16,7914.75
21-Apr-16,7912.05
22-Apr-16,7899.3
25-Apr-16,7855.05
26-Apr-16,7962.65
27-Apr-16,7979.9
28-Apr-16,7847.25
29-Apr-16,7849.8
02-May-16,7805.9
03-May-16,7747
04-May-16,7706.55
05-May-16,7735.5
06-May-16,7733.45
09-May-16,7866.05
10-May-16,7887.8
11-May-16,7848.85
12-May-16,7900.4
13-May-16,7814.9
16-May-16,7860.75
17-May-16,7890.75
18-May-16,7870.15
19-May-16,7783.4
20-May-16,7749.7
23-May-16,7731.05
24-May-16,7748.85
25-May-16,7934.9
26-May-16,8069.65
27-May-16,8156.65
30-May-16,8178.5
31-May-16,8160.1
01-Jun-16,8179.95
02-Jun-16,8218.95
03-Jun-16,8220.8
06-Jun-16,8201.05
07-Jun-16,8266.45
08-Jun-16,8273.05
09-Jun-16,8203.6
10-Jun-16,8170.05
13-Jun-16,8110.6
14-Jun-16,8108.85
15-Jun-16,8206.6
16-Jun-16,8140.75
17-Jun-16,8170.2
20-Jun-16,8238.5
21-Jun-16,8219.9
22-Jun-16,8203.7
23-Jun-16,8270.45
24-Jun-16,8088.6
27-Jun-16,8094.7
28-Jun-16,8127.85
29-Jun-16,8204
30-Jun-16,8287.75
01-Jul-16,8328.35
04-Jul-16,8370.7
05-Jul-16,8335.95
07-Jul-16,8337.9
08-Jul-16,8323.2
11-Jul-16,8467.9
12-Jul-16,8521.05
13-Jul-16,8519.5
14-Jul-16,8565
15-Jul-16,8541.4
18-Jul-16,8508.7
19-Jul-16,8528.55
20-Jul-16,8565.85
21-Jul-16,8510.1
22-Jul-16,8541.2
25-Jul-16,8635.65
26-Jul-16,8590.65
27-Jul-16,8615.8
28-Jul-16,8666.3
29-Jul-16,8638.5
01-Aug-16,8636.55
02-Aug-16,8622.9
03-Aug-16,8544.85
04-Aug-16,8551.1
05-Aug-16,8683.15
08-Aug-16,8711.35
09-Aug-16,8678.25
10-Aug-16,8575.3
11-Aug-16,8592.15
12-Aug-16,8672.15
16-Aug-16,8642.55
17-Aug-16,8624.05
18-Aug-16,8673.25
19-Aug-16,8666.9
22-Aug-16,8629.15
23-Aug-16,8632.6
24-Aug-16,8650.3
25-Aug-16,8592.2
26-Aug-16,8572.55
29-Aug-16,8607.45
30-Aug-16,8744.35
31-Aug-16,8786.2
01-Sep-16,8774.65
02-Sep-16,8809.65
06-Sep-16,8943
07-Sep-16,8917.95
08-Sep-16,8952.5
09-Sep-16,8866.7
12-Sep-16,8715.6
14-Sep-16,8726.6
15-Sep-16,8742.55
16-Sep-16,8779.85
19-Sep-16,8808.4
20-Sep-16,8775.9
21-Sep-16,8777.15
22-Sep-16,8867.45
23-Sep-16,8831.55
26-Sep-16,8723.05
27-Sep-16,8706.4
28-Sep-16,8745.15
29-Sep-16,8591.25
30-Sep-16,8611.15
03-Oct-16,8738.1
04-Oct-16,8769.15
05-Oct-16,8743.95
06-Oct-16,8709.55
07-Oct-16,8697.6
10-Oct-16,8708.8
13-Oct-16,8573.35
14-Oct-16,8583.4
17-Oct-16,8520.4
18-Oct-16,8677.9
19-Oct-16,8659.1
20-Oct-16,8699.4
21-Oct-16,8693.05
24-Oct-16,8708.95
25-Oct-16,8691.3
26-Oct-16,8615.25
27-Oct-16,8615.25
28-Oct-16,8638
30-Oct-16,8625.7
01-Nov-16,8626.25
02-Nov-16,8514
03-Nov-16,8484.95
04-Nov-16,8433.75
07-Nov-16,8497.05
08-Nov-16,8543.55
09-Nov-16,8432
10-Nov-16,8525.75
11-Nov-16,8296.3
15-Nov-16,8108.45
16-Nov-16,8111.6
17-Nov-16,8079.95
18-Nov-16,8074.1
21-Nov-16,7929.1
22-Nov-16,8002.3
23-Nov-16,8033.3
24-Nov-16,7965.5
25-Nov-16,8114.3
28-Nov-16,8126.9
29-Nov-16,8142.15
30-Nov-16,8224.5
01-Dec-16,8192.9
02-Dec-16,8086.8
05-Dec-16,8128.75
06-Dec-16,8143.15
07-Dec-16,8102.05
08-Dec-16,8246.85
09-Dec-16,8261.75
12-Dec-16,8170.8
13-Dec-16,8221.8
14-Dec-16,8182.45
15-Dec-16,8153.6
16-Dec-16,8139.45
19-Dec-16,8104.35
20-Dec-16,8082.4
21-Dec-16,8061.3
22-Dec-16,7979.1
23-Dec-16,7985.75
26-Dec-16,7908.25
27-Dec-16,8032.85
28-Dec-16,8034.85
29-Dec-16,8103.6
30-Dec-16,8185.8
02-Jan-17,8179.5
03-Jan-17,8192.25
04-Jan-17,8190.5
05-Jan-17,8273.8
06-Jan-17,8243.8
09-Jan-17,8236.05
10-Jan-17,8288.6
11-Jan-17,8380.65
12-Jan-17,8407.2
13-Jan-17,8400.35
16-Jan-17,8412.8
17-Jan-17,8398
18-Jan-17,8417
19-Jan-17,8435.1
20-Jan-17,8349.35
23-Jan-17,8391.5
24-Jan-17,8475.8
25-Jan-17,8602.75
27-Jan-17,8641.25
30-Jan-17,8632.75
31-Jan-17,8561.3
01-Feb-17,8716.4
02-Feb-17,8734.25
03-Feb-17,8740.95
06-Feb-17,8801.05
07-Feb-17,8768.3
08-Feb-17,8769.05
09-Feb-17,8778.4
10-Feb-17,8793.55
13-Feb-17,8805.05
14-Feb-17,8792.3
15-Feb-17,8724.7
16-Feb-17,8778
17-Feb-17,8821.7
20-Feb-17,8879.2
21-Feb-17,8907.85
22-Feb-17,8926.9
23-Feb-17,8939.5
27-Feb-17,8896.7
28-Feb-17,8879.6
01-Mar-17,8945.8
02-Mar-17,8899.75
03-Mar-17,8897.55
06-Mar-17,8963.45
07-Mar-17,8946.9
08-Mar-17,8924.3
09-Mar-17,8927
10-Mar-17,8934.55
14-Mar-17,9087
15-Mar-17,9084.8
16-Mar-17,9153.7
17-Mar-17,9160.05
20-Mar-17,9126.85
21-Mar-17,9121.5
22-Mar-17,9030.45
23-Mar-17,9086.3
24-Mar-17,9108
27-Mar-17,9045.2
28-Mar-17,9100.8
29-Mar-17,9143.8
30-Mar-17,9173.75
31-Mar-17,9173.75
03-Apr-17,9237.85
05-Apr-17,9265.15
06-Apr-17,9261.95
07-Apr-17,9198.3
10-Apr-17,9181.45
11-Apr-17,9237
12-Apr-17,9203.45
13-Apr-17,9150.8
17-Apr-17,9139.3
18-Apr-17,9105.15
19-Apr-17,9103.5
20-Apr-17,9136.4
21-Apr-17,9119.4
24-Apr-17,9217.95
25-Apr-17,9306.6
26-Apr-17,9351.85
27-Apr-17,9342.15
28-Apr-17,9304.05
02-May-17,9313.8
03-May-17,9311.95
04-May-17,9359.9
05-May-17,9285.3
08-May-17,9314.05
09-May-17,9316.85
10-May-17,9407.3
11-May-17,9422.4
12-May-17,9400.9
15-May-17,9445.4
16-May-17,9512.25
17-May-17,9525.75
18-May-17,9429.45
19-May-17,9427.9
22-May-17,9438.25
23-May-17,9386.15
24-May-17,9360.55
25-May-17,9509.75
26-May-17,9595.1
29-May-17,9604.9
30-May-17,9624.55
31-May-17,9621.25
01-Jun-17,9616.1
02-Jun-17,9653.5
05-Jun-17,9675.1
06-Jun-17,9637.15
07-Jun-17,9663.9
08-Jun-17,9647.25
09-Jun-17,9668.25
12-Jun-17,9616.4
13-Jun-17,9606.9
14-Jun-17,9618.15
15-Jun-17,9578.05
16-Jun-17,9588.05
19-Jun-17,9657.55
20-Jun-17,9653.5
21-Jun-17,9633.6
22-Jun-17,9630
23-Jun-17,9574.95
27-Jun-17,9511.4
28-Jun-17,9491.25
29-Jun-17,9504.1
30-Jun-17,9520.9
