daily_pnl,date,cum_daily_pnl,result
116.2372546,19-07-2013 05:30,186.4988446,1.410750511
120.1387231,22-07-2013 05:30,190.4003131,-0.045884954
123.8456535,23-07-2013 05:30,194.1072435,-1.43077629
90.74601566,24-07-2013 05:30,161.0076057,-1.786172861
65.09904292,25-07-2013 05:30,135.3606329,-2.696368381
31.71996897,26-07-2013 05:30,101.981559,-3.974474534
1.207573765,29-07-2013 05:30,71.46916377,-4.192216243
-28.54138085,30-07-2013 05:30,41.72020915,-4.428313553
-49.07180636,31-07-2013 05:30,21.18978364,-5.26175444
-52.64261976,01-08-2013 05:30,17.61897024,-5.136613657
-73.30889209,02-08-2013 05:30,-3.04730209,-7.525132441
-77.31198481,05-08-2013 05:30,-7.050394811,-7.91139869
-126.4219093,06-08-2013 05:30,-56.16031929,-7.134694832
-117.1152795,07-08-2013 05:30,-46.85368948,-6.354650615
-84.50733447,08-08-2013 05:30,-14.24574447,-4.90468769
-49.15615711,12-08-2013 05:30,21.10543289,-4.187213866
-23.25944184,13-08-2013 05:30,47.00214816,-8.099109865
-3.240834946,14-08-2013 05:30,67.02075505,-9.652525758
-64.31462581,16-08-2013 05:30,5.946964189,-9.874438827
-95.09254587,19-08-2013 05:30,-24.83095587,-11.52463513
-118.6688669,20-08-2013 05:30,-48.40727692,-9.757640763
-159.8372636,21-08-2013 05:30,-89.5756736,-8.701455804
-157.7780423,22-08-2013 05:30,-87.51645226,-8.622199975
-120.3188798,23-08-2013 05:30,-50.05728982,-11.77657873
-83.76616907,26-08-2013 05:30,-13.50457907,-11.81746131
-126.1820829,27-08-2013 05:30,-55.92049286,-9.747636007
-168.6627488,28-08-2013 05:30,-98.4011588,-8.700624786
-145.0749748,29-08-2013 05:30,-74.81338476,-7.383306219
-126.5890088,30-08-2013 05:30,-56.32741879,-10.87556509
-98.7672354,02-09-2013 05:30,-28.5056454,-9.096064773
-133.7648793,03-09-2013 05:30,-63.50328933,-6.679177491
-106.761277,04-09-2013 05:30,-36.49968696,-5.220040846
-69.38791487,05-09-2013 05:30,0.873675129,-1.610144746
-49.01073632,06-09-2013 05:30,21.25085368,-1.336505202
4.56338872,10-09-2013 05:30,74.82497872,-2.378505902
32.88849313,11-09-2013 05:30,103.1500831,-2.380176065
32.12422601,12-09-2013 05:30,102.385816,-2.547869603
43.31182424,13-09-2013 05:30,113.5734142,-2.386848621
30.48729008,16-09-2013 05:30,100.7488801,-1.56509081
34.22639334,17-09-2013 05:30,104.4879833,2.040625787
45.71877863,18-09-2013 05:30,115.9803686,0.314522137
72.41108708,19-09-2013 05:30,142.6726771,-1.726942811
67.46800156,20-09-2013 05:30,137.7295916,-1.681888875
65.9534648,23-09-2013 05:30,136.2150548,-1.992239636
82.64260509,24-09-2013 05:30,152.9041951,-1.852083594
83.77007469,25-09-2013 05:30,154.0316647,-2.670501064
68.07548526,26-09-2013 05:30,138.3370753,-4.30401193
63.9711587,27-09-2013 05:30,134.2327487,-3.557338589
58.69828707,30-09-2013 05:30,128.9598771,-1.394065073
95.07234162,01-10-2013 05:30,165.3339316,-1.434116631
114.9140988,03-10-2013 05:30,185.1756888,-1.453303266
143.1980068,04-10-2013 05:30,213.4595968,-1.082052275
163.4705312,07-10-2013 05:30,233.7321212,0.23693647
171.1678259,08-10-2013 05:30,241.4294159,0.46218988
215.1375969,09-10-2013 05:30,285.3991869,1.717769074
218.464106,10-10-2013 05:30,288.725696,1.993078797
215.3881974,11-10-2013 05:30,285.6497874,1.598461686
224.5524427,14-10-2013 05:30,294.8140327,0.877655663
211.1596115,15-10-2013 05:30,281.4212015,3.272015985
206.0651497,17-10-2013 05:30,276.3267397,3.532310433
219.7400891,18-10-2013 05:30,290.0016791,3.496430234
255.5557896,21-10-2013 05:30,325.8173796,3.088476169
276.715612,22-10-2013 05:30,346.977202,2.85488004
276.5043028,23-10-2013 05:30,346.7658928,2.530345005
269.5768616,24-10-2013 05:30,339.8384516,1.7995261
251.9365886,25-10-2013 05:30,322.1981786,3.798438276
263.5292596,28-10-2013 05:30,333.7908496,4.312354649
292.9186625,29-10-2013 05:30,363.1802525,5.104073783
306.0680142,30-10-2013 05:30,376.3296042,5.238396446
361.7030842,31-10-2013 05:30,431.9646742,4.336543645
379.2854867,01-11-2013 05:30,449.5470767,3.702497009
422.9967255,03-11-2013 05:30,493.2583155,3.23697493
418.4357155,05-11-2013 05:30,488.6973055,2.461102073
434.6558422,06-11-2013 05:30,504.9174322,1.427435949
408.5691742,07-11-2013 05:30,478.8307642,0.413795603
414.3600981,08-11-2013 05:30,484.6216881,-0.060900213
450.5875438,11-11-2013 05:30,520.8491338,1.049512401
441.969604,12-11-2013 05:30,512.231194,3.266174446
437.4783924,13-11-2013 05:30,507.7399824,3.505612114
485.5973249,14-11-2013 05:30,555.8589149,2.163265374
496.5804699,18-11-2013 05:30,566.8420599,0.096772285
490.1144189,19-11-2013 05:30,560.3760089,0.036711217
516.4415312,20-11-2013 05:30,586.7031212,2.037293589
487.3982043,21-11-2013 05:30,557.6597943,1.098737713
487.8088558,22-11-2013 05:30,558.0704458,1.065366838
505.9657751,25-11-2013 05:30,576.2273651,1.645185801
522.302671,26-11-2013 05:30,592.564261,3.050933934
516.4017423,27-11-2013 05:30,586.6633323,3.747550961
558.220448,28-11-2013 05:30,628.482038,3.480583957
569.3377183,29-11-2013 05:30,639.5993083,2.79815117
607.6627578,02-12-2013 05:30,677.9243478,4.13548739
611.6715557,03-12-2013 05:30,681.9331457,4.44917035
602.34438,04-12-2013 05:30,672.60597,6.18445588
595.0376043,05-12-2013 05:30,665.2991943,5.666376307
592.3396412,06-12-2013 05:30,662.6012312,5.250071364
591.3494082,09-12-2013 05:30,661.6109982,4.067906478
571.4131366,10-12-2013 05:30,641.6747266,2.922452793
569.8511791,11-12-2013 05:30,640.1127691,2.693867184
570.4438494,12-12-2013 05:30,640.7054394,2.432733575
551.7725428,13-12-2013 05:30,622.0341328,3.735867885
588.7354514,16-12-2013 05:30,658.9970414,2.893253277
623.8744314,17-12-2013 05:30,694.1360214,4.688608017
694.053051,18-12-2013 05:30,764.314641,4.859633755
706.5046891,19-12-2013 05:30,776.7662791,4.590996571
758.5768439,20-12-2013 05:30,828.8384339,4.766193668
778.56065,23-12-2013 05:30,848.82224,5.348513828
790.1409219,24-12-2013 05:30,860.4025119,4.969759279
816.3665473,26-12-2013 05:30,886.6281373,3.802609636
794.4950467,27-12-2013 05:30,864.7566367,3.635755258
781.731579,30-12-2013 05:30,851.993169,3.307057022
0,01-01-2014 05:30,851.9932,2.819838986
-32.25945144,02-01-2014 05:30,819.7337486,3.025905777
-10.59986019,03-01-2014 05:30,841.3933398,2.921621791
-5.999152378,06-01-2014 05:30,845.9940476,2.973348267
-7.642483798,07-01-2014 05:30,844.3507162,4.663579861
-7.409001095,08-01-2014 05:30,844.5841989,4.148001468
-19.58598574,09-01-2014 05:30,832.4072143,5.466982055
-28.11380775,10-01-2014 05:30,823.8793922,5.433611179
-7.525401725,13-01-2014 05:30,844.4677983,4.478369866
-5.717082168,14-01-2014 05:30,846.2761178,5.184168773
-7.266582911,15-01-2014 05:30,844.7266171,5.348513828
-7.035409096,16-01-2014 05:30,844.9577909,5.768159096
-56.65663513,17-01-2014 05:30,795.3365649,5.87994664
-30.16773157,20-01-2014 05:30,821.8254684,4.563467234
-3.880573796,21-01-2014 05:30,848.1126262,2.379345063
5.142727018,22-01-2014 05:30,857.135927,2.219163225
11.88178871,23-01-2014 05:30,863.8749887,2.119050599
-22.55717652,24-01-2014 05:30,829.4360235,1.342346723
-76.24350861,27-01-2014 05:30,775.7496914,1.605973387
-78.19378751,28-01-2014 05:30,773.7994125,0.142657239
-66.10832652,29-01-2014 05:30,785.8848735,0.127641964
-96.59299636,30-01-2014 05:30,755.4002036,0.486378876
-63.970067,31-01-2014 05:30,788.023133,0.718304843
-75.63482619,03-02-2014 05:30,776.3583738,1.167149627
-73.49949222,04-02-2014 05:30,778.4937078,1.004466608
-55.85468592,05-02-2014 05:30,796.1385141,1.158806908
-35.77483978,06-02-2014 05:30,816.2183602,1.514203479
-28.62499565,07-02-2014 05:30,823.3682044,0.130982322
-17.96818475,10-02-2014 05:30,834.0250152,0.919369257
-3.12811178,11-02-2014 05:30,848.8650882,2.233347483
3.380434818,12-02-2014 05:30,855.3736348,2.661327327
-2.003020698,13-02-2014 05:30,849.9901793,1.638513244
8.137517714,14-02-2014 05:30,860.1307177,2.706381262
11.1893171,17-02-2014 05:30,863.1825171,3.217788312
18.92059207,18-02-2014 05:30,870.9137921,3.45054528
17.76583303,19-02-2014 05:30,869.759033,4.097105994
10.67639141,20-02-2014 05:30,862.6695914,4.733661953
29.89900741,21-02-2014 05:30,881.8922074,3.807620156
30.54045852,24-02-2014 05:30,882.5336585,5.084056146
40.81806275,25-02-2014 05:30,892.8112628,5.596294198
47.65397006,26-02-2014 05:30,899.6471701,6.805988437
62.70898506,28-02-2014 05:30,914.7021851,8.900010879
79.2168611,03-03-2014 05:30,931.2100611,9.076878155
98.40166266,04-03-2014 05:30,950.3948627,8.653900672
129.7965818,05-03-2014 05:30,981.7897818,8.737327861
148.7768386,06-03-2014 05:30,1000.770039,8.340217712
102.6911254,07-03-2014 05:30,954.6843254,8.525427689
100.5231439,10-03-2014 05:30,952.5163439,8.733156501
95.33020289,11-03-2014 05:30,947.3234029,8.856627122
105.9248232,12-03-2014 05:30,957.9180232,8.173363334
102.98472,13-03-2014 05:30,954.97792,8.341887874
91.3598426,14-03-2014 05:30,943.3530426,9.848579652
98.24564288,18-03-2014 05:30,950.2388429,9.952863638
109.8684327,19-03-2014 05:30,961.8616327,10.14724735
113.7399685,20-03-2014 05:30,965.7331685,10.8205064
130.3188385,21-03-2014 05:30,982.3120385,11.72402122
144.0052641,22-03-2014 05:30,995.9984641,11.86251525
124.7864862,24-03-2014 05:30,976.7796862,12.14365837
123.4842485,25-03-2014 05:30,975.4774485,12.66924966
122.8759793,26-03-2014 05:30,974.8691793,12.39477909
131.3489248,27-03-2014 05:30,983.3421248,11.69816207
124.2186677,28-03-2014 05:30,976.2118677,11.70983698
125.3861143,31-03-2014 05:30,977.3793143,13.39757552
131.1898002,01-04-2014 05:30,983.1830002,13.40090772
163.2637234,02-04-2014 05:30,1015.256923,13.0655288
157.1443015,03-04-2014 05:30,1009.137502,12.34472278
173.4421121,04-04-2014 05:30,1025.435312,11.38029959
171.9923871,07-04-2014 05:30,1023.985587,13.11725528
170.5408946,09-04-2014 05:30,1022.534095,13.75547327
152.3453562,10-04-2014 05:30,1004.338556,13.71710004
160.8074439,11-04-2014 05:30,1012.800644,14.14173954
146.183038,15-04-2014 05:30,998.176238,13.17315313
130.8579889,16-04-2014 05:30,982.8511889,12.81441622
150.5882449,17-04-2014 05:30,1002.581445,12.04688608
180.5683823,21-04-2014 05:30,1032.561582,11.73236394
186.0971766,22-04-2014 05:30,1038.090377,11.70566562
219.4139041,23-04-2014 05:30,1071.407104,11.78158925
209.7291518,25-04-2014 05:30,1061.722352,12.0477171
236.6786416,28-04-2014 05:30,1088.671842,11.00070588
228.9280596,29-04-2014 05:30,1080.92126,11.12251446
200.3286337,30-04-2014 05:30,1052.321834,14.44207742
207.6194033,02-05-2014 05:30,1059.612603,17.03583198
174.595673,05-05-2014 05:30,1026.588873,18.61260585
179.3647898,06-05-2014 05:30,1031.35799,18.61260585
163.4813228,07-05-2014 05:30,1015.474523,18.85287452
166.3260911,08-05-2014 05:30,1018.319291,20.18520836
176.3684294,09-05-2014 05:30,1028.361629,21.19550836
188.3566099,12-05-2014 05:30,1040.34981,21.3949026
194.2585387,13-05-2014 05:30,1046.251739,21.01781007
205.9222729,14-05-2014 05:30,1057.915473,21.40991786
213.1800755,15-05-2014 05:30,1065.173275,22.92329033
177.9907414,16-05-2014 05:30,1029.983941,22.78896767
156.4808826,19-05-2014 05:30,1008.474083,22.1040337
187.1402923,20-05-2014 05:30,1039.133492,22.29841742
235.0522348,21-05-2014 05:30,1087.045435,20.72998627
263.6812313,22-05-2014 05:30,1115.674431,20.63488416
278.2315578,23-05-2014 05:30,1130.224758,22.84653569
255.4336988,26-05-2014 05:30,1107.426899,23.73670543
267.4627291,27-05-2014 05:30,1119.455929,23.50978184
292.7593471,28-05-2014 05:30,1144.752547,24.70863218
263.8029132,29-05-2014 05:30,1115.796113,26.53234726
282.6393812,30-05-2014 05:30,1134.632581,27.7203537
300.3371623,02-06-2014 05:30,1152.330362,27.75038422
317.9322729,03-06-2014 05:30,1169.925473,27.2573328
351.0651757,04-06-2014 05:30,1203.058376,27.64192887
377.4360115,05-06-2014 05:30,1229.429212,25.84324195
425.8106569,06-06-2014 05:30,1277.803857,25.70057657
438.6655156,09-06-2014 05:30,1290.658716,27.33825879
445.5533465,10-06-2014 05:30,1297.546547,26.11187911
451.2766702,11-06-2014 05:30,1303.26987,25.81988395
470.3291044,12-06-2014 05:30,1322.322304,25.3318349
462.1246651,13-06-2014 05:30,1314.117865,25.02982686
482.6723871,16-06-2014 05:30,1334.665587,26.47895875
529.6487272,17-06-2014 05:30,1381.641927,26.29624995
520.7980708,18-06-2014 05:30,1372.791271,25.02732566
538.0304172,19-06-2014 05:30,1390.023617,25.28761198
574.8398905,20-06-2014 05:30,1426.83309,26.99870851
617.4245867,23-06-2014 05:30,1469.417787,27.3883151
648.064148,24-06-2014 05:30,1500.057348,28.89750806
644.1374307,25-06-2014 05:30,1496.130631,28.72481216
654.7873026,26-06-2014 05:30,1506.780503,29.33884116
670.4294701,27-06-2014 05:30,1522.42267,29.93200521
720.9974767,30-06-2014 05:30,1572.990677,27.19643257
0,30-06-2014 05:30,1572.991,26.55904559
10.3692448,01-07-2014 05:30,1583.360245,26.27122179
46.78674954,02-07-2014 05:30,1619.77775,24.46669333
53.77085549,03-07-2014 05:30,1626.761855,24.37575442
67.41798327,04-07-2014 05:30,1640.408983,25.58544866
88.98397064,07-07-2014 05:30,1661.974971,27.21645021
4.655423684,08-07-2014 05:30,1577.646424,27.48425637
-42.73417184,09-07-2014 05:30,1530.256828,27.875525
-27.04675984,10-07-2014 05:30,1545.94424,28.21424427
-78.85803526,11-07-2014 05:30,1494.132965,29.60997953
-87.71982293,14-07-2014 05:30,1485.271177,30.07550161
-29.14731949,15-07-2014 05:30,1543.843681,30.65699075
22.33650105,16-07-2014 05:30,1595.327501,29.98707204
57.96053628,17-07-2014 05:30,1630.951536,29.29045501
44.91541229,18-07-2014 05:30,1617.906412,30.00291832
80.90241139,21-07-2014 05:30,1653.893411,28.83326751
64.07496167,22-07-2014 05:30,1637.065962,26.85271093
43.74005838,23-07-2014 05:30,1616.731058,28.2050624
51.10509798,24-07-2014 05:30,1624.096098,29.25457481
0.810896933,25-07-2014 05:30,1573.801897,28.0115097
-17.96938843,28-07-2014 05:30,1555.021612,27.63108497
-19.13824677,30-07-2014 05:30,1553.852753,26.28456689
-3.560092083,31-07-2014 05:30,1569.430908,27.24231752
-28.27556535,01-08-2014 05:30,1544.715435,28.92920878
7.767686721,04-08-2014 05:30,1580.758687,29.13777675
43.55258456,05-08-2014 05:30,1616.543585,30.00792884
52.27066477,06-08-2014 05:30,1625.261665,31.38530847
35.58431629,07-08-2014 05:30,1608.575316,31.7732449
4.708727148,08-08-2014 05:30,1577.699727,31.40282493
8.918879324,11-08-2014 05:30,1581.909879,31.66645973
33.534471,12-08-2014 05:30,1606.525471,32.03520953
-23.23779376,13-08-2014 05:30,1549.753206,31.9200735
-7.126421123,14-08-2014 05:30,1565.864579,31.89421432
36.60582567,18-08-2014 05:30,1609.596826,32.41646527
68.82884135,19-08-2014 05:30,1641.819841,32.72181367
89.2823969,20-08-2014 05:30,1662.273397,33.94569215
102.6150907,21-08-2014 05:30,1675.606091,34.86922463
112.3963027,22-08-2014 05:30,1685.387303,35.39565508
118.5600791,25-08-2014 05:30,1691.551079,35.08447328
132.1304864,26-08-2014 05:30,1705.121486,34.93263418
133.6716236,27-08-2014 05:30,1706.662624,36.38509827
154.5754645,28-08-2014 05:30,1727.566464,36.03554324
209.6235768,01-09-2014 05:30,1782.614577,35.0536036
246.9290348,02-09-2014 05:30,1819.920035,34.91344755
273.8325612,03-09-2014 05:30,1846.823561,35.24381596
295.0117392,04-09-2014 05:30,1868.002739,34.18429066
330.4844506,05-09-2014 05:30,1903.475451,32.36390776
405.6874008,08-09-2014 05:30,1978.678401,33.07470905
411.9894352,09-09-2014 05:30,1984.980435,35.39815626
393.2042277,10-09-2014 05:30,1966.195228,35.50995195
435.2004075,11-09-2014 05:30,2008.191407,35.92457857
457.0641387,12-09-2014 05:30,2030.055139,33.77632845
474.4851317,15-09-2014 05:30,2047.476132,33.52354569
379.8693394,16-09-2014 05:30,1952.860339,32.01268257
395.1295935,17-09-2014 05:30,1968.120594,32.96375252
470.6670144,18-09-2014 05:30,2043.658014,32.79772915
523.0730041,19-09-2014 05:30,2096.064004,32.89617161
513.2581819,22-09-2014 05:30,2086.249182,32.57497693
475.5138635,23-09-2014 05:30,2048.504864,31.02073002
416.5693556,24-09-2014 05:30,1989.560356,30.85888616
367.7558934,25-09-2014 05:30,1940.746893,32.8252585
382.9541855,26-09-2014 05:30,1955.945186,31.14670997
435.1688087,29-09-2014 05:30,2008.159809,31.55216285
478.0493183,30-09-2014 05:30,2051.040318,31.21428273
472.4148121,01-10-2014 05:30,2045.405812,29.28211229
438.2359948,07-10-2014 05:30,2011.226995,29.80770358
421.2390566,08-10-2014 05:30,1994.230057,31.47123684
457.0401788,09-10-2014 05:30,2030.031179,32.27797939
453.0008679,10-10-2014 05:30,2025.991868,33.41509034
476.035545,13-10-2014 05:30,2049.026545,33.34501639
477.0332603,14-10-2014 05:30,2050.02426,33.94402199
396.8005357,16-10-2014 05:30,1969.791536,34.99270337
414.7606405,17-10-2014 05:30,1987.751641,36.3066816
430.9032551,20-10-2014 05:30,2003.894255,38.85955358
447.1318812,21-10-2014 05:30,2020.122881,38.89209346
482.5612765,22-10-2014 05:30,2055.552277,39.12818262
509.7381267,23-10-2014 05:30,2082.729127,39.10649481
497.291145,27-10-2014 05:30,2070.282145,39.22746423
522.0798983,28-10-2014 05:30,2095.070898,39.53448281
558.5909476,29-10-2014 05:30,2131.581948,39.87902732
565.0907358,30-10-2014 05:30,2138.081736,39.45437966
586.6856003,31-10-2014 05:30,2159.6766,39.98916099
612.2653239,03-11-2014 05:30,2185.256324,40.6707546
615.4064056,05-11-2014 05:30,2188.397406,40.58983675
616.441118,07-11-2014 05:30,2189.432118,39.86234188
595.0429936,10-11-2014 05:30,2168.033994,40.18938624
617.0038353,11-11-2014 05:30,2189.994835,41.44828948
686.0131534,12-11-2014 05:30,2259.004153,42.32929364
665.7059112,13-11-2014 05:30,2238.696911,41.21052199
632.1912149,14-11-2014 05:30,2205.182215,41.4215993
636.4513644,17-11-2014 05:30,2209.442364,41.72944888
630.6690795,18-11-2014 05:30,2203.660079,43.29871105
591.8426378,19-11-2014 05:30,2164.833638,42.75894366
567.1107266,20-11-2014 05:30,2140.101727,42.23835473
542.4520984,21-11-2014 05:30,2115.443098,42.45443442
529.857776,24-11-2014 05:30,2102.848776,42.90076988
493.3494536,25-11-2014 05:30,2066.340454,42.46527018
520.9045733,26-11-2014 05:30,2093.895573,40.79589538
539.500358,27-11-2014 05:30,2112.491358,39.16823418
548.0699132,28-11-2014 05:30,2121.060913,39.41768475
516.7135154,01-12-2014 05:30,2089.704515,38.37067352
507.2647942,02-12-2014 05:30,2080.255794,37.22270236
540.880899,03-12-2014 05:30,2113.871899,37.14761789
556.5840961,04-12-2014 05:30,2129.575096,34.6114395
555.2753528,05-12-2014 05:30,2128.266353,33.98072507
519.5182779,08-12-2014 05:30,2092.509278,36.14148926
488.0144351,09-12-2014 05:30,2061.005435,37.24106612
526.8923927,10-12-2014 05:30,2099.883393,38.88958412
513.9937901,11-12-2014 05:30,2086.98479,37.93851416
504.8472732,12-12-2014 05:30,2077.838273,36.38843863
494.8349939,15-12-2014 05:30,2067.825994,36.83227289
414.7060644,16-12-2014 05:30,1987.697064,37.59312235
368.4607133,17-12-2014 05:30,1941.451713,37.6256622
455.7231161,18-12-2014 05:30,2028.714116,40.0817619
478.8217751,19-12-2014 05:30,2051.812775,39.79727845
475.8993795,22-12-2014 05:30,2048.890379,35.60839441
459.3749738,23-12-2014 05:30,2032.365974,35.18708711
461.1077002,24-12-2014 05:30,2034.0987,37.39789945
475.6793672,26-12-2014 05:30,2048.670367,38.23050932
503.2640725,29-12-2014 05:30,2076.255072,38.87289868
0,01-01-2015 05:30,2076.255,38.47912887
51.21330903,02-01-2015 05:30,2127.468309,38.11454228
61.86523899,05-01-2015 05:30,2138.120239,41.72861788
5.079463047,06-01-2015 05:30,2081.334463,42.05647695
15.09113149,07-01-2015 05:30,2091.346131,42.67217611
84.43636501,08-01-2015 05:30,2160.691365,45.08988627
76.37426061,09-01-2015 05:30,2152.629261,45.65552914
75.67627537,12-01-2015 05:30,2151.931275,46.18780113
75.87457989,13-01-2015 05:30,2152.12958,47.42584756
51.24872211,14-01-2015 05:30,2127.503722,48.67559338
76.37094889,15-01-2015 05:30,2152.625949,48.73899479
75.12340451,16-01-2015 05:30,2151.378405,49.37387242
114.4709135,19-01-2015 05:30,2190.725913,46.98035942
136.0606731,20-01-2015 05:30,2212.315673,46.78847689
144.4239225,21-01-2015 05:30,2220.678923,46.10686698
166.2831265,22-01-2015 05:30,2242.538127,45.55875685
151.2669476,23-01-2015 05:30,2227.521948,45.3585316
170.3724534,27-01-2015 05:30,2246.627453,44.51340767
177.7760127,28-01-2015 05:30,2254.031013,42.26587593
202.7029827,29-01-2015 05:30,2278.957983,42.91994836
207.2110608,30-01-2015 05:30,2283.466061,43.95195246
250.2705856,02-02-2015 05:30,2326.525586,45.35602228
221.8863793,03-02-2015 05:30,2298.141379,46.92362241
210.493586,04-02-2015 05:30,2286.748586,46.98785482
194.9740052,05-02-2015 05:30,2271.229005,47.98480973
113.8768391,06-02-2015 05:30,2190.131839,48.42197147
88.26742097,09-02-2015 05:30,2164.522421,47.39247669
100.9850207,10-02-2015 05:30,2177.240021,46.08017678
138.4932228,11-02-2015 05:30,2214.748223,46.19946788
171.7780626,12-02-2015 05:30,2248.033063,46.28540441
193.1815511,13-02-2015 05:30,2269.436551,44.89383238
203.7886564,16-02-2015 05:30,2280.043656,47.5760165
208.1208713,18-02-2015 05:30,2284.375871,49.44729487
192.9038594,19-02-2015 05:30,2269.158859,50.10636967
182.5241734,20-02-2015 05:30,2258.779173,48.87832797
169.135557,23-02-2015 05:30,2245.390557,49.13027156
162.8129288,24-02-2015 05:30,2239.067929,46.11020732
159.5424025,25-02-2015 05:30,2235.797402,45.36436499
136.4780485,26-02-2015 05:30,2212.733049,45.1624777
169.3613788,27-02-2015 05:30,2245.616379,46.43140199
173.2805754,28-02-2015 05:30,2249.535575,44.2914946
233.2862867,02-03-2015 05:30,2309.541287,44.04789373
293.6856255,03-03-2015 05:30,2369.940626,45.55207617
273.8154747,04-03-2015 05:30,2350.070475,44.92805057
284.0738074,05-03-2015 05:30,2360.328807,44.07292189
274.0416659,09-03-2015 05:30,2350.296666,43.00922523
305.3685659,10-03-2015 05:30,2381.623566,42.67551647
310.3007176,11-03-2015 05:30,2386.555718,42.54286397
333.2073997,12-03-2015 05:30,2409.4624,42.3401294
310.8082853,13-03-2015 05:30,2387.063285,39.19243134
304.9798834,16-03-2015 05:30,2381.234883,39.17991726
327.1690804,17-03-2015 05:30,2403.42408,41.69774004
350.3333334,18-03-2015 05:30,2426.588333,41.67605223
320.8718102,19-03-2015 05:30,2397.12681,43.26534017
253.7043013,20-03-2015 05:30,2329.959301,44.49422919
239.0623219,23-03-2015 05:30,2315.317322,44.50089359
234.1973763,24-03-2015 05:30,2310.452376,45.40358555
229.8369544,25-03-2015 05:30,2306.091954,46.46977525
204.047531,26-03-2015 05:30,2280.302531,46.50397712
193.1393638,27-03-2015 05:30,2269.394364,47.39915739
284.3976267,30-03-2015 05:30,2360.652627,45.27510441
298.3255155,31-03-2015 05:30,2374.580516,43.59487757
376.0560232,01-04-2015 05:30,2452.311023,40.96024042
408.4140492,06-04-2015 05:30,2484.669049,39.7864264
471.1847096,07-04-2015 05:30,2547.43971,40.65323814
544.4803967,08-04-2015 05:30,2620.735397,40.12930889
543.7676069,09-04-2015 05:30,2620.022607,38.57673216
570.3660491,10-04-2015 05:30,2646.621049,37.05084562
586.8787611,13-04-2015 05:30,2663.133761,38.24885678
578.1590287,15-04-2015 05:30,2654.414029,37.48383598
528.6152581,16-04-2015 05:30,2604.870258,36.51190923
484.485519,17-04-2015 05:30,2560.740519,39.0222366
437.6894694,20-04-2015 05:30,2513.944469,38.90292921
454.8993538,21-04-2015 05:30,2531.154354,35.10198974
429.7475619,22-04-2015 05:30,2506.002562,34.4395746
443.7994902,23-04-2015 05:30,2520.05449,36.67876361
332.5861299,24-04-2015 05:30,2408.84113,38.91044091
231.8172138,27-04-2015 05:30,2308.072214,35.60172185
297.340118,28-04-2015 05:30,2373.595118,37.41209185
332.4578729,29-04-2015 05:30,2408.712873,37.22438068
339.554321,30-04-2015 05:30,2415.809321,37.86092035
412.6501766,04-05-2015 05:30,2488.905177,39.71802263
390.153947,05-05-2015 05:30,2466.408947,39.58453912
286.4725366,06-05-2015 05:30,2362.727537,40.54561382
222.1781107,07-05-2015 05:30,2298.433111,40.50807158
288.405045,08-05-2015 05:30,2364.660045,41.1412872
328.3031706,11-05-2015 05:30,2404.558171,39.66128561
272.1166298,12-05-2015 05:30,2348.37163,39.14569906
315.9163708,13-05-2015 05:30,2392.171371,39.06644323
351.4224904,14-05-2015 05:30,2427.67749,38.80615693
375.3634804,15-05-2015 05:30,2451.61848,40.71914889
431.0699228,18-05-2015 05:30,2507.324923,40.71497753
446.8060184,19-05-2015 05:30,2523.061018,37.42877729
459.3176788,20-05-2015 05:30,2535.572679,35.73770655
435.0234792,21-05-2015 05:30,2511.278479,35.66345308
458.6012689,22-05-2015 05:30,2534.856269,35.39732524
458.4914029,25-05-2015 05:30,2534.746403,34.22016272
463.078888,26-05-2015 05:30,2539.333888,33.85725444
458.7377396,27-05-2015 05:30,2534.99274,35.56000826
467.4260787,28-05-2015 05:30,2543.681079,32.90535349
500.5679865,29-05-2015 05:30,2576.822987,33.19817965
492.7701269,01-06-2015 05:30,2569.025127,33.71542822
416.6726803,02-06-2015 05:30,2492.92768,34.27272023
356.1039439,03-06-2015 05:30,2432.358944,35.01105085
355.0855612,04-06-2015 05:30,2431.340561,36.39678135
384.3351664,05-06-2015 05:30,2460.590166,37.23689476
330.3651802,08-06-2015 05:30,2406.62018,39.37512383
303.3741739,09-06-2015 05:30,2379.629174,39.84982781
350.0068162,10-06-2015 05:30,2426.261816,39.50443597
286.4704071,11-06-2015 05:30,2362.725407,40.12430651
270.7250508,12-06-2015 05:30,2346.980051,39.84231609
279.7297407,15-06-2015 05:30,2355.984741,38.79615219
322.4168729,16-06-2015 05:30,2398.671873,39.6320861
347.9726228,17-06-2015 05:30,2424.227623,41.04283661
382.2943491,18-06-2015 05:30,2458.549349,40.90686007
417.1299635,19-06-2015 05:30,2493.384964,41.57427758
456.732303,22-06-2015 05:30,2532.987303,42.19581014
449.0355043,23-06-2015 05:30,2525.290504,42.00642064
433.7354661,24-06-2015 05:30,2509.990466,39.54114721
448.3102716,25-06-2015 05:30,2524.565272,38.9654996
463.5153277,26-06-2015 05:30,2539.770328,39.49943361
429.3452961,29-06-2015 05:30,2505.600296,41.15297027
0,30-06-2015 05:30,2505.6,41.06035305
32.92883176,01-07-2015 05:30,2538.528832,42.22333133
36.60571654,02-07-2015 05:30,2542.205717,43.62907946
56.80066275,03-07-2015 05:30,2562.400663,43.65910998
